episode,environment_steps,epsilon,episode_reward,moving_average_reward_20,mean_abs_td_error,visited_states,state_coverage_pct,visited_full_states,full_state_coverage_pct,greedy_policy_changes,mean_kp,mean_ki,final_kp,final_ki,validation_baseline_objective,validation_learned_objective,deployment_accepted,checkpoint_validation_objective,best_checkpoint_validation_objective,fit_scenarios,validation_scenarios,selected_policy_family
55.0,13200.0,0.232,-98.30096431768823,-84.25399666520647,2.3354972206825644,25.0,100.0,42.0,56.00000000000001,4.0,0.4893398228692796,0.0036679231908585317,0.5180268093342884,0.0032205305417794057,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
56.0,13440.0,0.23166666666666666,-165.0995361910012,-86.41878057610576,3.5308210781278255,25.0,100.0,43.0,57.333333333333336,9.0,0.5662647054692068,0.003840664857710119,0.6060913669211174,0.003651022618757048,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
57.0,13680.0,0.23133333333333334,-101.09075354747137,-89.42451771987719,2.455940324751013,25.0,100.0,43.0,57.333333333333336,10.0,0.47743973252558397,0.0038505452140638282,0.5688322886597489,0.004454551846768497,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
58.0,13920.0,0.231,-62.88946416789474,-89.6715275596588,1.3039140682636294,25.0,100.0,43.0,57.333333333333336,7.0,0.4725599876397573,0.00384322614074324,0.5180268093342884,0.003220530541779405,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
59.0,14160.0,0.23066666666666666,-257.77760464151334,-101.46544742359984,5.857606502567866,25.0,100.0,43.0,57.333333333333336,10.0,0.4960060015843902,0.0038480874576758144,0.4662241284008595,0.0032859203568813434,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
60.0,14400.0,0.23033333333333333,-118.19361125735118,-94.23028147279638,3.0395182068606617,25.0,100.0,43.0,57.333333333333336,10.0,0.5021963311127302,0.00398467148219469,0.38852010700071626,0.004056691798618942,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
61.0,14640.0,0.23,-61.43537897403454,-93.72197227370013,1.5537417076142235,25.0,100.0,43.0,57.333333333333336,5.0,0.48374490129562764,0.003536949103502065,0.5171202624179535,0.00404959258797136,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
62.0,14880.0,0.22966666666666666,-67.08690998996086,-93.82248878351973,1.397261532753001,25.0,100.0,43.0,57.333333333333336,3.0,0.47699644959583537,0.0038500703639999575,0.5584898834113897,0.003651022618757048,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
63.0,15120.0,0.22933333333333333,-35.540135772152645,-95.0183405763025,0.9114185873080651,25.0,100.0,43.0,57.333333333333336,2.0,0.4608438794442655,0.0036966522974045,0.42309839652378006,0.0030425188489642064,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
64.0,15360.0,0.229,-114.65044493882648,-97.03548647700558,2.6926798427518244,25.0,100.0,43.0,57.333333333333336,9.0,0.48936005541431205,0.0038184143306506904,0.4662241284008595,0.004016124880632754,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
65.0,15600.0,0.22866666666666666,-26.516042755819022,-94.56156619738643,0.5425823463644256,25.0,100.0,43.0,57.333333333333336,2.0,0.4805981859705704,0.0033928157826113897,0.38852010700071626,0.0030425188489642064,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
66.0,15840.0,0.22833333333333333,-94.21783293715357,-96.17842685849908,2.3784224279552375,25.0,100.0,43.0,57.333333333333336,7.0,0.49599564134579915,0.003782462822060242,0.41125164142111426,0.0035425835959573466,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
67.0,16080.0,0.228,-49.804438850956345,-94.17326599108546,1.2604507860256031,25.0,100.0,43.0,57.333333333333336,4.0,0.4946365172182148,0.0036716180414822115,0.5128465412409455,0.0033467707338606274,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
68.0,16320.0,0.22766666666666666,-249.3657686188469,-100.73368160831875,5.529801924830484,25.0,100.0,43.0,57.333333333333336,12.0,0.506930205388836,0.0038180948505363824,0.5698294902677172,0.00490859707632892,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
69.0,16560.0,0.22733333333333333,-443.9229609182969,-120.93714937344052,8.531458852482201,25.0,100.0,43.0,57.333333333333336,8.0,0.5222123731405728,0.0038096278438473435,0.6734348521345749,0.003651022618757048,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
70.0,16800.0,0.227,-272.23975938908285,-132.97190072841863,5.651588493509332,25.0,100.0,43.0,57.333333333333336,9.0,0.49917586595212643,0.0038098078922226444,0.6734348521345749,0.004056691798618942,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
71.0,17040.0,0.22666666666666666,-267.44034820803705,-145.02451718213266,5.990983596964697,25.0,100.0,43.0,57.333333333333336,7.0,0.5542425112363496,0.003946550289511697,0.4811644204627038,0.003857873535997552,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
72.0,17280.0,0.22633333333333333,-101.27650075276522,-139.70443234609843,2.346371132534515,25.0,100.0,43.0,57.333333333333336,8.0,0.5660713080223307,0.003634280313646498,0.6600334985770969,0.0033467707338606274,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
73.0,17520.0,0.226,-65.19212665449807,-134.613281919318,1.779041818928541,25.0,100.0,43.0,57.333333333333336,5.0,0.49449429797609673,0.0036069698991801906,0.38852010700071626,0.004056691798618942,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
74.0,17760.0,0.22566666666666668,-174.9094827859968,-141.34750328346735,4.3383494179449,25.0,100.0,43.0,57.333333333333336,6.0,0.4580909564031585,0.0036467441571196696,0.38852010700071626,0.004009096662091647,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
75.0,18000.0,0.22533333333333333,-95.37017956219655,-141.20096404569276,2.302116795568684,25.0,100.0,43.0,57.333333333333336,10.0,0.5061587527165853,0.0037860307255994778,0.6734348521345749,0.003651022618757048,nan,nan,nan,35.77446364050538,35.53429516662677,48.0,16.0,
76.0,18240.0,0.225,-89.25885591785348,-137.40893003203539,2.0260145202542947,25.0,100.0,43.0,57.333333333333336,10.0,0.5898307441045602,0.0041042961472172,0.6734348521345749,0.004056691798618942,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
77.0,18480.0,0.22466666666666668,-21.842801600741694,-133.4465324346989,0.49945033866655625,25.0,100.0,43.0,57.333333333333336,2.0,0.5367236016300536,0.0037223069862129345,0.39367998037857577,0.0030425188489642064,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
78.0,18720.0,0.22433333333333333,-186.2831452495786,-139.6162164887831,3.6135576326101275,25.0,100.0,43.0,57.333333333333336,6.0,0.5267790684493127,0.003963603229973684,0.6667005036132292,0.004056691798618942,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
79.0,18960.0,0.224,-74.16352468713862,-130.43551249106434,1.6129154621296278,25.0,100.0,43.0,57.333333333333336,4.0,0.43529510409788047,0.003443947328022929,0.4273721177007879,0.0033467707338606274,nan,nan,nan,nan,35.53429516662677,48.0,16.0,
